"ktax.id"	"tax.id"	"kegg.code"	"scientific.name"	"common.name"	"entrez.gnodes"	"kegg.geneid"	"ncbi.geneid"	"ncbi.proteinid"	"uniprot"
"T01117"	"559295"	"lth"	"Lachancea thermotolerans"	""	"0"	"KLTH0D03212g"	"8295086"	"XP_002552866"	"C5DG86"
"T01049"	"436907"	"vpo"	"Vanderwaltozyma polyspora"	""	"0"	"Kpol_413p8"	"5543179"	"XP_001642991"	"A7TRH3"
"T01118"	"559307"	"zro"	"Zygosaccharomyces rouxii"	""	"0"	"ZYRO0G14388g"	"8206430"	"XP_002498607"	"C5E0P0"
"T01024"	"284593"	"cgr"	"Candida glabrata"	""	"0"	"CAGL0B03355g"	"2886501"	"XP_445117"	"Q6FXJ8"
"T02233"	"1064592"	"ncs"	"Naumovozyma castellii"	""	"0"	"NCAS_0D03800"	"11529868"	"XP_003676322"	"G0VEH0"
"T02234"	"1071378"	"ndi"	"Naumovozyma dairenensis"	""	"0"	"NDAI_0D01490"	"11494967"	"XP_003669706"	"G0W9K2"
"T02235"	"1071381"	"tpf"	"Tetrapisispora phaffii"	""	"0"	"TPHA_0N00560"	"11532183"	"XP_003688271"	"G8C109"
"T02489"	"1071380"	"tbl"	"Tetrapisispora blattae"	""	"0"	"TBLA_0D03700"	"14495905"	"XP_004180388"	"I2H3B7"
"T02236"	"4950"	"tdl"	"Torulaspora delbrueckii"	""	"0"	"TDEL_0C02170"	"11500441"	"XP_003680317"	"G8ZRG4"
"T02487"	"1071382"	"kaf"	"Kazachstania africana"	""	"0"	"KAFR_0I01750"	"13883592"	"XP_003959091"	"H2B006"
"T01092"	"644223"	"ppa"	"Komagataella phaffii"	""	"0"	"PAS_FragB_0008"	"8197453"	"XP_002490819"	"C4QZ65"
"T01026"	"284592"	"dha"	"Debaryomyces hansenii"	""	"0"	"DEHA2F02508g"	"2903051"	"XP_460473"	"Q6BMU7"
"T01023"	"322104"	"pic"	"Scheffersomyces stipitis"	""	"0"	"PICST_73507"	"4840433"	"XP_001386054"	"A3LYS3"
"T01150"	"294746"	"pgu"	"Meyerozyma guilliermondii"	""	"0"	"PGUG_04106"	"5125327"	"XP_001483377"	"A5DLF5"
"T03101"	"619300"	"spaa"	"Spathaspora passalidarum"	""	"0"	"SPAPADRAFT_57198"	"18872105"	"XP_007377379"	"G3AU31"
"T01116"	"379508"	"lel"	"Lodderomyces elongisporus"	""	"0"	"LELG_01208"	"5235583"	"XP_001528688"	"A5DV22"
"T00189"	"237561"	"cal"	"Candida albicans"	""	"0"	"CAALFM_C206970WA"	"3643529"	"XP_714841"	"Q59ZB1"
"T01115"	"294747"	"ctp"	"Candida tropicalis"	""	"0"	"CTRG_05975"	"8298545"	"XP_002546497"	"C5MIT2"
"T02488"	"1136231"	"cot"	"Candida orthopsilosis"	""	"0"	"CORT_0A08530"	"14537921"	"XP_003866676"	"H8WYC2"
"T01140"	"573826"	"cdu"	"Candida dubliniensis"	""	"0"	"CD36_29380"	"8050304"	"XP_002421972"	"B9WLL1"
"T03099"	"590646"	"cten"	"Candida tenuis"	""	"0"	"CANTEDRAFT_116475"	"18248327"	"XP_006689650"	"G3BE21"
"T01033"	"284591"	"yli"	"Yarrowia lipolytica"	""	"0"	"YALI0B23188g"	"2906747"	"XP_501255"	"Q6CDK7"
"T01149"	"306902"	"clu"	"Clavispora lusitaniae"	""	"0"	"CLUG_05471"	"8495049"	"XP_002614693"	"C4YB06"
"T04850"	"498019"	"caur"	"Candida auris"	""	"0"	"QG37_03030"	"28876793"	"XP_018169806"	NA
"T01034"	"367110"	"ncr"	"Neurospora crassa"	""	"0"	"NCU05305"	"3878224"	"XP_962076"	"Q7S8Z5"
"T03451"	"510951"	"nte"	"Neurospora tetrasperma"	""	"0"	"NEUTE1DRAFT63665"	"20829025"	"XP_009851185"	"F8MJT7"
"T01610"	"771870"	"smp"	"Sordaria macrospora"	""	"0"	"SMAC_07548"	"10801834"	"XP_003344540"	"F7VTS4"
"T01048"	"515849"	"pan"	"Podospora anserina"	""	"0"	"PODANSg8669"	"6196368"	"XP_001911625"	"B2B6M5"
"T02228"	"578455"	"ttt"	"Thielavia terrestris"	""	"0"	"THITE_2169707"	"11516712"	"XP_003650844"	"G2QU47"
"T02231"	"573729"	"mtm"	"Thermothelomyces thermophila"	""	"0"	"MYCTH_2300745"	"11512084"	"XP_003661405"	"G2Q857"
"T03100"	"759272"	"cthr"	"Chaetomium thermophilum"	""	"0"	"CTHT_0007080"	"18254746"	"XP_006691239"	"G0RYL1"
"T01027"	"242507"	"mgr"	"Magnaporthe oryzae"	""	"0"	"MGG_03683"	"2676490"	"XP_003716198"	"G4N6R2"
"T03102"	"1286976"	"tmn"	"Phaeoacremonium minimum"	""	"0"	"UCRPA7_8361"	"19329204"	"XP_007919066"	"R8BA05"
"T01038"	"229533"	"fgr"	"Fusarium graminearum"	""	"0"	"FGSG_00969"	"23548432"	"XP_011316711"	"I1RBN8"
"T03456"	"1028729"	"fpu"	"Fusarium pseudograminearum"	""	"0"	"FPSE_05242"	"20363860"	"XP_009256635"	"K3VIS8"
"T01612"	"660122"	"nhe"	"Nectria haematococca"	""	"0"	"NECHADRAFT_79417"	"9670866"	"XP_003051885"	"C7YNT4"
"T02991"	"431241"	"tre"	"Trichoderma reesei"	""	"0"	"TRIREDRAFT_105832"	"18481114"	"XP_006964082"	"G0RG37"
"T03104"	"655827"	"maw"	"Metarhizium acridum"	""	"0"	"MAC_02115"	"19246426"	"XP_007808455"	"E9DWW7"
"T03107"	"655844"	"maj"	"Metarhizium robertsii"	""	"0"	"MAA_07225"	"19261511"	"XP_007823414"	"E9F4M6"
"T03108"	"983644"	"cmt"	"Cordyceps militaris"	""	"0"	"CCM_01394"	"18163425"	"XP_006666613"	"G3J4S1"
"T02227"	"526221"	"val"	"Verticillium alfalfae"	""	"0"	"VDBG_03362"	"9533306"	"XP_003007223"	"C9SE06"
"T03450"	"498257"	"vda"	"Verticillium dahliae"	""	"0"	"VDAG_01708"	"20703171"	"XP_009656032"	"G2WVS2"
"T03103"	"1287681"	"ela"	"Eutypa lata"	""	"0"	"UCREL1_375"	"19228208"	"XP_007788337"	"M7U0U9"
"T01071"	"665079"	"ssl"	"Sclerotinia sclerotiorum"	""	"0"	"SS1G_00820"	"5494561"	"XP_001598731"	"A0A1D9PZC2"
"T01072"	"332648"	"bfu"	"Botrytis cinerea"	""	"0"	"BC1G_01399"	"5440475"	"XP_001559840"	NA
"T03105"	"1072389"	"mbe"	"Marssonina brunnea"	""	"0"	"MBM_00788"	"18756723"	"XP_007288677"	"K1WVN5"
"T01016"	"227321"	"ani"	"Aspergillus nidulans"	""	"0"	"AN3104.2"	"2874234"	"XP_660708"	"A0A1U8QG45"
"T01017"	"330879"	"afm"	"Aspergillus fumigatus"	""	"0"	"AFUA_5G08240"	"3511246"	"XP_753812"	"Q4WUF2"
"T01018"	"510516"	"aor"	"Aspergillus oryzae"	""	"0"	"AOR_1_326114"	"5995105"	"XP_001823048"	"Q2U950"
"T01030"	"425011"	"ang"	"Aspergillus niger"	""	"0"	"ANI_1_1056034"	"4980141"	"XP_001390055"	"A2QDM7"
"T01090"	"332952"	"afv"	"Aspergillus flavus"	""	"0"	"AFLA_017140"	"7918812"	"XP_002375734"	"B8N6W1"
"T01148"	"344612"	"act"	"Aspergillus clavatus"	""	"0"	"ACLA_010530"	"4706913"	"XP_001274053"	"A1CA59"
"T01070"	"331117"	"nfi"	"Aspergillus fischeri"	""	"0"	"NFIA_019510"	"4591752"	"XP_001265144"	"A1D4A4"
"T01091"	"500485"	"pcs"	"Penicillium rubens"	""	"0"	"Pc20g11790"	"8307228"	"XP_002563665"	"B6HGB3"
"T04849"	"1170230"	"pdp"	"Penicillium digitatum"	""	"0"	"PDIP_19870"	"26230310"	"XP_014537163"	NA
"T01114"	"246410"	"cim"	"Coccidioides immitis"	""	"0"	"CIMG_04344"	"4564422"	"XP_001244903"	"A0A0E1RYS8"
"T01332"	"222929"	"cpw"	"Coccidioides posadasii"	""	"0"	"CPC735_026350"	"9694939"	"XP_003069444"	"C5P799"
"T02230"	"502779"	"pbl"	"Paracoccidioides lutzii Pb01"	""	"0"	"PAAG_04324"	"9097224"	"XP_015699467"	"C1H0N0"
"T03549"	"502780"	"pbn"	"Paracoccidioides brasiliensis Pb18"	""	"0"	"PADG_05405"	"22584343"	"XP_010760992"	"C1GDR9"
"T01132"	"336963"	"ure"	"Uncinocarpus reesii"	""	"0"	"UREG_04038"	"8444010"	"XP_002544521"	"C4JMI0"
"T01611"	"663331"	"abe"	"Trichophyton benhamiae"	""	"0"	"ARB_00027"	"9519859"	"XP_003013580"	"D4AV18"
"T01615"	"663202"	"tve"	"Trichophyton verrucosum"	""	"0"	"TRV_06869"	"9582576"	"XP_003019090"	"D4DI61"
"T02229"	"339724"	"aje"	"Histoplasma capsulatum"	""	"0"	"HCAG_04472"	"5447165"	"XP_001540632"	"A6R4B4"
"T01161"	"321614"	"pno"	"Parastagonospora nodorum"	""	"0"	"SNOG_09390"	"5976586"	"XP_001799685"	"Q0UFS4"
"T01613"	"861557"	"pte"	"Pyrenophora teres"	""	"0"	"PTT_18788"	"10517334"	"XP_003305838"	"E3S7I3"
"T03110"	"930089"	"bze"	"Bipolaris zeicola"	""	"0"	"COCCADRAFT_100282"	"19142119"	"XP_007713866"	"W6YKI1"
"T03124"	"665912"	"bsc"	"Bipolaris sorokiniana"	""	"0"	"COCSADRAFT_90881"	"19141372"	"XP_007700590"	"M2T371"
"T03125"	"930090"	"bor"	"Bipolaris oryzae"	""	"0"	"COCMIDRAFT_93737"	"19128318"	"XP_007687370"	"W6ZF47"
"T02285"	"336722"	"ztr"	"Zymoseptoria tritici"	""	"0"	"MYCGRDRAFT_95071"	"13395016"	"XP_003850438"	"F9XH80"
"T03109"	"383855"	"pfj"	"Pseudocercospora fijiensis"	""	"0"	"MYCFIDRAFT_77593"	"19341332"	"XP_007927129"	"M3AY75"
"T03106"	"717646"	"bcom"	"Baudoinia panamericana"	""	"0"	"BAUCODRAFT_71065"	"19116635"	"XP_007676944"	"M2MFZ0"
"T03126"	"1287680"	"npa"	"Neofusicoccum parvum"	""	"0"	"UCRNP2_9149"	"19028913"	"XP_007588384"	"R1FYC9"
"T01282"	"656061"	"tml"	"Tuber melanosporum"	""	"0"	"GSTUM_00008613001"	"9185620"	"XP_002840211"	"D5GIQ9"
"T00076"	"284812"	"spo"	"Schizosaccharomyces pombe"	"fission yeast"	"0"	"SPAC23A1.03"	"2542022"	"NP_594433"	"O42842"
"T00243"	"214684"	"cne"	"Cryptococcus neoformans JEC21"	""	"0"	"CNB02280"	"3255984"	"XP_569157"	"Q5KMB4"
"T01040"	"283643"	"cnb"	"Cryptococcus neoformans var. neoformans B-3501A"	""	"0"	"CNBH3160"	"4937840"	"XP_773864"	"F5HIM9"
"T02232"	"367775"	"cgi"	"Cryptococcus gattii"	""	"0"	"CGB_H0380C"	"10189359"	"XP_003195561"	"E6RA94"
"T03139"	"578456"	"tms"	"Tremella mesenterica"	""	"0"	"TREMEDRAFT_44200"	"18493594"	"XP_007004990"	NA
"T01162"	"561896"	"ppl"	"Postia placenta"	""	"0"	"POSPLDRAFT_89397"	"8143523"	"XP_002472924"	"B8PB86"
"T03133"	"732165"	"dsq"	"Dichomitus squalens"	""	"0"	"DICSQDRAFT_47229"	"18842040"	"XP_007359884"	"R7SR69"
"T03128"	"650164"	"pco"	"Phanerochaete carnosa"	""	"0"	"PHACADRAFT_121372"	"18907905"	"XP_007395968"	"K5VVS1"
"T03127"	"721885"	"shs"	"Stereum hirsutum"	""	"0"	"STEHIDRAFT_46012"	"18804726"	"XP_007297953"	"R7RWR2"
"T03455"	"747525"	"hir"	"Heterobasidion irregulare"	""	"0"	"HETIRDRAFT_477311"	"20677734"	"XP_009548286"	"W4K2Z8"
"T03131"	"741275"	"psq"	"Punctularia strigosozonata"	""	"0"	"PUNSTDRAFT_72980"	"18885415"	"XP_007386487"	"R7S2F7"
"T03129"	"717982"	"adl"	"Auricularia subglabra"	""	"0"	"AURDEDRAFT_115078"	"18849010"	"XP_007349511"	"J0WMP2"
"T03132"	"694068"	"fme"	"Fomitiporia mediterranea"	""	"0"	"FOMMEDRAFT_156026"	"18674588"	"XP_007266403"	NA
"T03130"	"670483"	"gtr"	"Gloeophyllum trabeum"	""	"0"	"GLOTRDRAFT_115218"	"19300004"	"XP_007864323"	"S7RVB8"
"T01044"	"486041"	"lbc"	"Laccaria bicolor"	""	"0"	"LACBIDRAFT_251630"	"6079114"	"XP_001883528"	"B0DHK2"
"T01089"	"554373"	"mpr"	"Moniliophthora perniciosa"	""	"0"	"MPER_09418"	"7933046"	"XP_002391192"	NA
"T03137"	"1381753"	"mrr"	"Moniliophthora roreri"	""	"0"	"Moror_11047"	"19281609"	"XP_007855697"	"V2WWS0"
"T01275"	"240176"	"cci"	"Coprinopsis cinerea"	""	"0"	"CC1G_00237"	"6013657"	"XP_001837101"	"A8NX91"
"T01331"	"578458"	"scm"	"Schizophyllum commune"	""	"0"	"SCHCODRAFT_76183"	"9595965"	"XP_003033432"	"D8Q1L8"
"T03136"	"597362"	"abp"	"Agaricus bisporus var. burnettii JB137-S8"	""	"0"	"AGABI1DRAFT105375"	"18822132"	"XP_007327744"	"K5Y2A7"
"T03140"	"936046"	"abv"	"Agaricus bisporus var. bisporus H97"	""	"0"	"AGABI2DRAFT150224"	"18079285"	"XP_006460256"	NA
"T03134"	"741705"	"cput"	"Coniophora puteana"	""	"0"	"CONPUDRAFT_90969"	"19211428"	"XP_007770004"	NA
"T03135"	"578457"	"sla"	"Serpula lacrymans"	""	"0"	"SERLADRAFT_454448"	"18817024"	"XP_007312034"	"F8ND66"
"T03142"	"671144"	"wse"	"Wallemia mellicola"	""	"0"	"WALSEDRAFT_60127"	"18473758"	"XP_006957818"	"I4YDG7"
"T03457"	"1299270"	"wic"	"Wallemia ichthyophaga"	""	"0"	"J056_001500"	"20374452"	"XP_009269403"	"R9ABT4"
"T01021"	"237631"	"uma"	"Ustilago maydis"	""	"0"	"UMAG_04460"	"23564633"	"XP_011391134"	"A0A0D1CKL7"
"T03141"	"1277687"	"pfp"	"Anthracocystis flocculosa"	""	"0"	"PFL1_02495"	"19316615"	"XP_007878203"	"A0A061HA83"
"T01043"	"425265"	"mgl"	"Malassezia globosa"	""	"0"	"MGL_1386"	"5855510"	"XP_001731203"	"A8PXB0"
"T02226"	"418459"	"pgr"	"Puccinia graminis"	""	"0"	"PGTG_13276"	"10542138"	"XP_003331476"	"E3KRY2"
"T03138"	"747676"	"mlr"	"Melampsora larici-populina"	""	"0"	"MELLADRAFT_29139"	"18927054"	"XP_007410041"	"F4RLU3"
"T00105"	"284813"	"ecu"	"Encephalitozoon cuniculi"	""	"0"	"ECU08_0765"	"859628"	"NP_597206"	"Q8SRC5"
"T02238"	"876142"	"ein"	"Encephalitozoon intestinalis"	""	"0"	"Eint_081320"	"9698252"	"XP_003073424"	"E0S8C6"
"T02287"	"907965"	"ehe"	"Encephalitozoon hellem"	""	"0"	"EHEL_090610"	"13466975"	"XP_003887937"	"I6UQR1"
"T03458"	"1178016"	"ero"	"Encephalitozoon romaleae"	""	"0"	"EROM_090440"	"20521983"	"XP_009265158"	"I6ZVB1"
"T01614"	"578460"	"nce"	"Nosema ceranae"	""	"0"	"NCER_101623"	"9423170"	"XP_002995470"	"C4VAF6"
"T01042"	"431895"	"mbr"	"Monosiga brevicollis"	""	"0"	"MONBRDRAFT_20656"	"5890318"	"XP_001745049"	"A9UWV8"
"T04136"	"946362"	"sre"	"Salpingoeca rosetta"	""	"0"	"PTSG_11784"	"16078377"	"XP_004997783"	"F2TZ03"
"T00245"	"352472"	"ddi"	"Dictyostelium discoideum"	"cellular slime mold"	"0"	"DDB_G0284331"	"8624583"	"XP_638612"	"Q23917"
"T02090"	"5786"	"dpp"	"Dictyostelium purpureum"	"cellular slime mold"	"0"	"DICPUDRAFT_54735"	"10501024"	"XP_003287211"	"F0ZIH8"
"T02668"	"261658"	"dfa"	"Dictyostelium fasciculatum"	"cellular slime mold"	"0"	"DFA_03939"	"14870457"	"XP_004366349"	"F4Q0U4"
"T00238"	"294381"	"ehi"	"Entamoeba histolytica"	""	"0"	"EHI_073640"	"3408283"	"XP_653960"	"C4LXM4"
"T01083"	"370354"	"edi"	"Entamoeba dispar"	""	"0"	"EDI_065760"	"5883528"	"XP_001738448"	"B0EJS0"
"T04133"	"370355"	"eiv"	"Entamoeba invadens"	""	"0"	"EIN_229100"	"14887419"	"XP_004255168"	"A0A0A1U2W9"
"T02667"	"1257118"	"acan"	"Acanthamoeba castellanii"	""	"0"	"ACA1_090040"	"14917247"	"XP_004338719"	"L8GXA1"
"T00095"	"36329"	"pfa"	"Plasmodium falciparum 3D7"	""	"0"	"PFC0155c"	"814350"	"XP_001351108"	"O77315"
"T01035"	"352914"	"pyo"	"Plasmodium yoelii"	""	"0"	"PY07258"	"3800293"	"XP_728084"	"Q7R8G5"
"T01108"	"31271"	"pcb"	"Plasmodium chabaudi"	""	"0"	"PCHAS_102270"	"3485099"	"XP_016655594"	"A0A077YEW7"
"T01111"	"5823"	"pbe"	"Plasmodium berghei"	""	"0"	"PB001267.00.0"	"3425433"	"XP_676917"	"A0A077X8H9"
"T01094"	"5851"	"pkn"	"Plasmodium knowlesi"	""	"0"	"PKH_083690"	"7320359"	"XP_002259015"	"B3L4G7"
"T01073"	"126793"	"pvx"	"Plasmodium vivax"	""	"0"	"PVX_085880"	"5476147"	"XP_001616839"	"A5K1B5"
"T02490"	"1120755"	"pcy"	"Plasmodium cynomolgi"	""	"0"	"PCYB_122095"	"14694011"	"XP_004223589"	"K6VEG1"
"T00253"	"353154"	"tan"	"Theileria annulata"	""	"0"	"TA04485"	"3865271"	"XP_955111"	"Q4UC16"
"T00254"	"333668"	"tpv"	"Theileria parva"	""	"0"	"TP04_0814"	"3500669"	"XP_764451"	"Q4N1D2"
"T03460"	"869250"	"tot"	"Theileria orientalis"	""	"0"	"TOT_010001294"	"20714093"	"XP_009689607"	"J4C2U6"
"T02820"	"5872"	"beq"	"Theileria equi"	""	"0"	"BEWA_006690"	"15806467"	"XP_004830926"	NA
"T01085"	"484906"	"bbo"	"Babesia bovis"	""	"0"	"BBOV_IV005100"	"5478673"	"XP_001610440"	"A7AQQ3"
"T00168"	"353152"	"cpv"	"Cryptosporidium parvum"	""	"0"	"cgd3_2620"	"3373777"	"XP_626822"	"Q5CUJ2"
"T00210"	"353151"	"cho"	"Cryptosporidium hominis"	""	"0"	"Chro.80027"	"3414553"	"XP_664954"	NA
"T01093"	"508771"	"tgo"	"Toxoplasma gondii"	""	"0"	"TGME49_224840"	"7897638"	"XP_002366158"	"S8F0J0"
"T01020"	"312017"	"tet"	"Tetrahymena thermophila"	""	"0"	"TTHERM_00028540"	"7842248"	"XP_976850"	"Q22N20"
"T01055"	"412030"	"ptm"	"Paramecium tetraurelia"	""	"0"	"GSPATT00009497001"	"5026331"	"XP_001440546"	"A0CQT2"
"T01075"	"556484"	"pti"	"Phaeodactylum tricornutum"	""	"0"	"PHATRDRAFT_22117"	"7203014"	"XP_002182448"	"B7G5P7"
"T04784"	"635003"	"fcy"	"Fragilariopsis cylindrus"	""	"0"	"FRACYDRAFT_206063"	NA	"OEU20811"	"A0A1E7FRL2"
"T01078"	"296543"	"tps"	"Thalassiosira pseudonana"	""	"0"	"THAPS_18954"	"7447185"	"XP_002295970"	"B5YNT3"
"T04134"	"44056"	"aaf"	"Aureococcus anophagefferens"	""	"0"	"AURANDRAFT_24359"	"20219898"	"XP_009035483"	"F0Y514"
"T02917"	"1093141"	"ngd"	"Nannochloropsis gaditana"	""	"0"	"NGA_0568910"	"17362622"	"XP_005855839"	"K8YS34"
"T01333"	"403677"	"pif"	"Phytophthora infestans"	""	"0"	"PITG_14885"	"9467993"	"XP_002899067"	"D0NP89"
"T03459"	"67593"	"psoj"	"Phytophthora sojae"	""	"0"	"PHYSODRAFT_560503"	"20663492"	"XP_009528166"	"G4ZQ28"
"T04137"	"695850"	"spar"	"Saprolegnia parasitica"	""	"0"	"SPRG_12589"	"24134536"	"XP_012206724"	"A0A067BVR2"
"T02915"	"280463"	"ehx"	"Emiliania huxleyi"	""	"0"	"EMIHUDRAFT_226459"	"17281688"	"XP_005788846"	"R1CTV8"
"T02925"	"905079"	"gtt"	"Guillardia theta"	""	"0"	"GUITHDRAFT_93413"	"17306130"	"XP_005836462"	"L1JM45"
"T01013"	"185431"	"tbr"	"Trypanosoma brucei"	""	"0"	"Tb927.7.2100"	"3658422"	"XP_845833"	"Q57V01"
"T01012"	"353153"	"tcr"	"Trypanosoma cruzi"	""	"0"	"509683.80"	"3547042"	"XP_815340"	"Q4DLT6"
"T01014"	"347515"	"lma"	"Leishmania major"	""	"0"	"LMJF_34_0110"	"5654765"	"XP_001686101"	"Q4Q3J7"
"T01112"	"435258"	"lif"	"Leishmania infantum"	""	"0"	"LINJ_20_0010"	"10966182"	"XP_003392438"	"E9AGT7"
"T02289"	"5661"	"ldo"	"Leishmania donovani"	""	"0"	"LDBPK_365630"	"13388562"	"XP_003865676"	"E9BUS0"
"T02288"	"929439"	"lmi"	"Leishmania mexicana"	""	"0"	"LMXM_04_0460"	"13452971"	"XP_003871812"	"E9AK27"
"T01113"	"420245"	"lbz"	"Leishmania braziliensis"	""	"0"	"LBRM_21_0700"	"5415335"	"XP_001564779"	"A4HBR1"
"T01241"	"744533"	"ngr"	"Naegleria gruberi"	""	"0"	"NAEGRDRAFT_72143"	"8854226"	"XP_002672814"	NA
"T01022"	"412133"	"tva"	"Trichomonas vaginalis"	""	"0"	"TVAG_219680"	"4772781"	"XP_001327009"	"A2DXS6"
"T01047"	"184922"	"gla"	"Giardia lamblia"	""	"0"	"GL50803_27326"	"5697334"	"XP_001704463"	"A8BW96"
"T00007"	"511145"	"eco"	"Escherichia coli K-12 MG1655"	""	"0"	"b3034"	"947519"	"NP_417506"	"Q93K97"
"T00068"	"316407"	"ecj"	"Escherichia coli K-12 W3110"	""	"0"	"JW2487"	NA	"BAA16390"	"P0AFL6"
"T00666"	"316385"	"ecd"	"Escherichia coli K-12 DH10B"	""	"0"	"ECDH10B_2842"	NA	"ACB03803"	"B1X998"
"T00913"	"595496"	"ebw"	"Escherichia coli BW2952"	""	"0"	"BWG_3462"	NA	"ACR63395"	"C4ZZ47"
"T02541"	"1110693"	"ecok"	"Escherichia coli K-12 MDS42"	""	"0"	"ECMDS42_3083"	NA	"BAL40241"	NA
"T00044"	"155864"	"ece"	"Escherichia coli O157:H7 EDL933 (EHEC)"	""	"0"	"Z5582"	NA	"AAG59202"	"Q8X612"
"T00048"	"386585"	"ecs"	"Escherichia coli O157:H7 Sakai (EHEC)"	""	"0"	"ECs5236"	"913805"	"NP_313263"	"Q8XCB1"
"T00778"	"444450"	"ecf"	"Escherichia coli O157:H7 EC4115 (EHEC)"	""	"0"	"ECH74115_5898"	NA	"ACI38295"	"B5Z4R5"
"T00949"	"544404"	"etw"	"Escherichia coli O157:H7 TW14359 (EHEC)"	""	"0"	"ECSP_4644"	NA	"ACT74366"	NA
"T02122"	"741093"	"elx"	"Escherichia coli O157:H7 Xuzhou21 (EHEC)"	""	"0"	"CDCO157_4263"	NA	"AFJ31319"	"A0A0F6CAR3"
"T01098"	"573235"	"eoj"	"Escherichia coli O26:H11 11368 (EHEC)"	""	"0"	"ECO26_0515"	NA	"BAI23854"	NA
"T01097"	"585396"	"eoi"	"Escherichia coli O111:H- 11128 (EHEC)"	""	"0"	"ECO111_4116"	NA	"BAI37889"	"C8UGP5"
"T01096"	"585395"	"eoh"	"Escherichia coli O103:H2 12009 (EHEC)"	""	"0"	"ECO103_3798"	NA	"BAI32511"	"C8TX49"
"T00796"	"574521"	"ecg"	"Escherichia coli O127:H6 E2348/69 (EPEC)"	""	"0"	"E2348C_0285"	NA	"CAS07833"	"B7UJH6"
"T01190"	"701177"	"eok"	"Escherichia coli O55:H7 CB9615 (EPEC)"	""	"0"	"G2583_3399"	NA	"ADD57912"	"D3QPU8"
"T02066"	"1048689"	"elr"	"Escherichia coli O55:H7 RM12579 (EPEC)"	""	"0"	"ECO55CA74_23090"	NA	"AEZ43157"	NA
"T00106"	"199310"	"ecc"	"Escherichia coli O6:K2:H1 CFT073 (UPEC)"	""	"0"	"c3319"	NA	"AAN81768"	"Q8FEJ0"
"T00373"	"362663"	"ecp"	"Escherichia coli O6:K15:H31 536 (UPEC)"	""	"0"	"ECP_0535"	NA	"ABG68564"	"Q0TKG7"
"T00338"	"364106"	"eci"	"Escherichia coli O18:K1:H7 UTI89 (UPEC)"	""	"0"	"UTI89_C4777"	NA	"ABE10181"	"Q1R383"
"T00425"	"405955"	"ecv"	"Escherichia coli APEC O1 (APEC)"	""	"0"	"APECO1_3974"	NA	"ABJ01978"	"A0A0H2Z1H1"
"T00591"	"331112"	"ecx"	"Escherichia coli O9 HS (commensal)"	""	"0"	"EcHS_A2298"	NA	"ABV06579"	"A8A225"
"T00590"	"331111"	"ecw"	"Escherichia coli E24377A (ETEC)"	""	"0"	"EcE24377A_0513"	NA	"ABV16637"	"A7ZIN4"
"T00672"	"439855"	"ecm"	"Escherichia coli SMS-3-5 (environmental)"	""	"0"	"EcSMS35_2878"	NA	"ACB15825"	"B1LQ73"
"T00784"	"409438"	"ecy"	"Escherichia coli O152:H28 SE11 (commensal)"	""	"0"	"ECSE_3661"	NA	"BAG79185"	"B6I2V8"
"T00828"	"585034"	"ecr"	"Escherichia coli O8 IAI1 (commensal)"	""	"0"	"ECIAI1_2892"	NA	"CAQ99712"	"B7LXU5"
"T00827"	"585397"	"ecq"	"Escherichia coli O81 ED1a (commensal)"	""	"0"	"ECED1_4962"	NA	"CAR10920"	"B7MSJ5"
"T00826"	"585055"	"eck"	"Escherichia coli 55989 (EAEC)"	""	"0"	"EC55989_2944"	NA	"CAU98821"	"B7LE93"
"T00829"	"585057"	"ect"	"Escherichia coli O7:K1 IAI39 (ExPEC)"	""	"0"	"ECIAI39_2939"	"7153930"	"YP_002408870"	"B7NT94"
"T01999"	"1072459"	"eoc"	"Escherichia coli O7:K1 CE10"	""	"0"	"CE10_0452"	NA	"AEQ11295"	"A0A0E0V2H4"
"T00831"	"585056"	"eum"	"Escherichia coli O17:K52:H18 UMN026 (ExPEC)"	""	"0"	"ECUMN_2261"	"7158799"	"YP_002412980"	"B7NBW1"
"T00830"	"585035"	"ecz"	"Escherichia coli O45:K1:H7 S88 (ExPEC)"	""	"0"	"ECS88_1726"	NA	"CAR03035"	"B7MA28"
"T02067"	"216592"	"elo"	"Escherichia coli O44:H18 042 (EAEC)"	""	"0"	"EC042_3078"	NA	"CBG35905"	"D3GTN3"
"T02068"	"685038"	"eln"	"Escherichia coli O83:H1 NRG 857C"	""	"0"	"NRG857_00525"	"12874336"	"YP_006118470"	"A0A0H3EF26"
"T02069"	"316401"	"elh"	"Escherichia coli O78:H11:K80 H10407 (ETEC)"	""	"0"	"ETEC_0526"	NA	"CBJ00030"	"E3PFT9"
"T02077"	"431946"	"ese"	"Escherichia coli O150:H5 SE15 (commensal)"	""	"0"	"ECSF_0300"	NA	"BAI53840"	NA
"T02256"	"1133853"	"eso"	"Escherichia coli O104:H4 2009EL-2071"	""	"0"	"O3O_10235"	NA	"AFS85809"	NA
"T02316"	"1134782"	"esm"	"Escherichia coli O104:H4 2009EL-2050"	""	"0"	"O3M_23845"	NA	"AFS59416"	NA
"T02257"	"1133852"	"esl"	"Escherichia coli O104:H4 2011C-3493"	""	"0"	"O3K_22760"	"13699814"	"YP_006781208"	"A0A0E0Y8I8"
